연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수,지점번호,관측도시,일평균기온(C),일합계강수량(mm),일평균풍속(m/s),일평균상대습도(%)
2025,2025-09-03,,2025-09-03,수,평일,9,36,KIA,SSG,광주,광주,14468,156,광주,,,,80.6
2025,2025-09-03,,2025-09-03,수,평일,9,36,삼성,키움,대구,대구,22446,143,대구,,,,71.4
2025,2025-09-04,,2025-09-04,목,평일,9,36,KT,LG,수원,경기_수원,12424,119,수원,,,,80.6
2025,2025-09-04,,2025-09-04,목,평일,9,36,NC,두산,창원,경남_창원,5335,155,창원,,,,78.5
2025,2025-09-05,,2025-09-05,금,평일,9,36,SSG,롯데,문학,인천,21529,112,인천,,,,74.0
2025,2025-09-05,,2025-09-05,금,평일,9,36,NC,두산,창원,경남_창원,6590,155,창원,,,,77.4
2025,2025-09-05,,2025-09-05,금,평일,9,36,삼성,키움,대구,대구,24000,143,대구,,,,71.6
2025,2025-09-06,,2025-09-06,토,주말,9,36,삼성,한화,대구,대구,24000,143,대구,,,,70.3
2025,2025-09-06,,2025-09-06,토,주말,9,36,NC,KIA,창원,경남_창원,15040,155,창원,,,,83.4
2025,2025-09-07,,2025-09-07,일,주말,9,36,삼성,한화,대구,대구,24000,143,대구,,,,81.6
2025,2025-09-07,,2025-09-07,일,주말,9,36,NC,KIA,창원,경남_창원,11095,155,창원,,,,85.5
2025,2025-09-07,,2025-09-07,일,주말,9,36,LG,SSG,잠실,서울_잠실,23750,108,서울,,,,77.5
2025,2025-09-09,,2025-09-09,화,평일,9,37,롯데,한화,사직,부산,18109,159,부산,,,,79.0
2025,2025-09-09,,2025-09-09,화,평일,9,37,키움,LG,고척,서울_고척,14773,108,서울,,,,71.9
2025,2025-09-09,,2025-09-09,화,평일,9,37,KT,두산,수원,경기_수원,12252,119,수원,,,,80.1
2025,2025-09-10,,2025-09-10,수,평일,9,37,롯데,한화,사직,부산,22011,159,부산,,,,73.6
2025,2025-09-10,,2025-09-10,수,평일,9,37,두산,LG,잠실,서울_잠실,17856,108,서울,,,,61.1
2025,2025-09-10,,2025-09-10,수,평일,9,37,NC,SSG,창원,경남_창원,4514,155,창원,,,,83.4
2025,2025-09-10,,2025-09-10,수,평일,9,37,KIA,삼성,광주,광주,9793,156,광주,,,,82.3
2025,2025-09-11,,2025-09-11,목,평일,9,37,LG,KT,잠실,서울_잠실,20722,108,서울,,,,57.6
2025,2025-09-11,,2025-09-11,목,평일,9,37,KIA,롯데,광주,광주,9614,156,광주,,,,75.1
2025,2025-09-11,,2025-09-11,목,평일,9,37,키움,NC,고척,서울_고척,7035,108,서울,,,,57.6
2025,2025-09-11,,2025-09-11,목,평일,9,37,삼성,SSG,대구,대구,24000,143,대구,,,,73.9
2025,2025-09-12,,2025-09-12,금,평일,9,37,KIA,두산,광주,광주,9617,156,광주,,,,80.9
2025,2025-09-13,,2025-09-13,토,주말,9,37,LG,KIA,잠실,서울_잠실,23750,108,서울,,,,
2025,2025-09-13,,2025-09-13,토,주말,9,37,삼성,KT,대구,대구,24000,143,대구,,,,82.4
2025,2025-09-13,,2025-09-13,토,주말,9,37,NC,두산,창원,경남_창원,12658,155,창원,,,,89.9
2025,2025-09-13,,2025-09-13,토,주말,9,37,롯데,SSG,사직,부산,22669,159,부산,,,,86.0
2025,2025-09-13,,2025-09-13,토,주말,9,37,한화,키움,대전,대전,17000,133,대전,,,,83.0
2025,2025-09-14,,2025-09-14,일,주말,9,37,LG,KIA,잠실,서울_잠실,23750,108,서울,,,,72.0
2025,2025-09-14,,2025-09-14,일,주말,9,37,삼성,KT,대구,대구,24000,143,대구,,,,78.4
2025,2025-09-14,,2025-09-14,일,주말,9,37,NC,두산,창원,경남_창원,11711,155,창원,,,,82.8
2025,2025-09-14,,2025-09-14,일,주말,9,37,한화,키움,대전,대전,17000,133,대전,,,,78.4
2025,2025-09-15,,2025-09-15,월,평일,9,38,한화,키움,대전,대전,17000,133,대전,,,,81.0
2025,2025-09-16,,2025-09-16,화,평일,9,38,KIA,한화,광주,광주,9197,156,광주,,,,81.3
2025,2025-09-16,,2025-09-16,화,평일,9,38,KT,LG,수원,경기_수원,11481,119,수원,,,,90.5
2025,2025-09-16,,2025-09-16,화,평일,9,38,삼성,롯데,대구,대구,24000,143,대구,,,,74.9
2025,2025-09-16,,2025-09-16,화,평일,9,38,NC,SSG,창원,경남_창원,5145,155,창원,,,,85.0
2025,2025-09-16,,2025-09-16,화,평일,9,38,두산,키움,잠실,서울_잠실,12716,108,서울,,,,86.8
2025,2025-09-17,,2025-09-17,수,평일,9,38,KIA,한화,광주,광주,6782,156,광주,,,,84.6
2025,2025-09-17,,2025-09-17,수,평일,9,38,NC,SSG,창원,경남_창원,5083,155,창원,,,,86.1
2025,2025-09-17,,2025-09-17,수,평일,9,38,두산,키움,잠실,서울_잠실,10037,108,서울,,,,92.0
2025,2025-09-18,,2025-09-18,목,평일,9,38,KIA,한화,광주,광주,10841,156,광주,,,,77.3
2025,2025-09-18,,2025-09-18,목,평일,9,38,KT,LG,수원,경기_수원,7016,119,수원,,,,76.3
2025,2025-09-18,,2025-09-18,목,평일,9,38,KT,LG,수원,경기_수원,14875,119,수원,,,,76.3
2025,2025-09-18,,2025-09-18,목,평일,9,38,NC,삼성,창원,경남_창원,12039,155,창원,,,,74.8
2025,2025-09-18,,2025-09-18,목,평일,9,38,두산,키움,잠실,서울_잠실,13498,108,서울,,,,74.4
2025,2025-09-19,,2025-09-19,금,평일,9,38,NC,롯데,창원,경남_창원,17983,155,창원,,,,71.8
2025,2025-09-20,,2025-09-20,토,주말,9,38,KT,한화,수원,경기_수원,18700,119,수원,,,,83.9
2025,2025-09-20,,2025-09-20,토,주말,9,38,KIA,NC,광주,광주,17739,156,광주,,,,82.1
2025,2025-09-20,,2025-09-20,토,주말,9,38,SSG,두산,문학,인천,23000,112,인천,,,,89.8
2025,2025-09-20,,2025-09-20,토,주말,9,38,LG,삼성,잠실,서울_잠실,23750,108,서울,,,,85.4
2025,2025-09-20,,2025-09-20,토,주말,9,38,롯데,키움,사직,부산,22669,159,부산,,,,74.5
2025,2025-09-21,,2025-09-21,일,주말,9,38,KIA,NC,광주,광주,13805,156,광주,,,,73.1
2025,2025-09-21,,2025-09-21,일,주말,9,38,SSG,두산,문학,인천,23000,112,인천,,,,68.8
2025,2025-09-21,,2025-09-21,일,주말,9,38,KT,삼성,수원,경기_수원,18700,119,수원,,,,66.5
2025,2025-09-22,,2025-09-22,월,평일,9,39,SSG,두산,문학,인천,13067,112,인천,,,,60.3
2025,2025-09-23,,2025-09-23,화,평일,9,39,SSG,KIA,문학,인천,19974,112,인천,,,,54.8
2025,2025-09-23,,2025-09-23,화,평일,9,39,롯데,NC,울산,울산,9690,152,울산,,,,66.9
2025,2025-09-23,,2025-09-23,화,평일,9,39,삼성,두산,대구,대구,23950,143,대구,,,,65.8
2025,2025-09-23,,2025-09-23,화,평일,9,39,KT,키움,수원,경기_수원,12632,119,수원,,,,55.4
2025,2025-09-24,,2025-09-24,수,평일,9,39,키움,KIA,고척,서울_고척,16000,108,서울,,,,81.8
2025,2025-09-24,,2025-09-24,수,평일,9,39,NC,LG,창원,경남_창원,10764,155,창원,,,,84.8
2025,2025-09-24,,2025-09-24,수,평일,9,39,삼성,롯데,대구,대구,23940,143,대구,,,,75.8
2025,2025-09-25,,2025-09-25,목,평일,9,39,두산,한화,잠실,서울_잠실,23750,108,서울,,,,80.0
2025,2025-09-25,,2025-09-25,목,평일,9,39,SSG,KT,문학,인천,15279,112,인천,,,,87.1
2025,2025-09-25,,2025-09-25,목,평일,9,39,롯데,LG,울산,울산,9315,152,울산,,,,93.1
2025,2025-09-25,,2025-09-25,목,평일,9,39,삼성,키움,대구,대구,23089,143,대구,,,,86.5
2025,2025-09-26,,2025-09-26,금,평일,9,39,SSG,KT,문학,인천,19087,112,인천,,,,82.5
2025,2025-09-26,,2025-09-26,금,평일,9,39,한화,LG,대전,대전,17000,133,대전,,,,83.5
2025,2025-09-26,,2025-09-26,금,평일,9,39,두산,NC,잠실,서울_잠실,18418,108,서울,,,,78.1
2025,2025-09-26,,2025-09-26,금,평일,9,39,롯데,삼성,사직,부산,22669,159,부산,,,,72.6
2025,2025-09-27,,2025-09-27,토,주말,9,39,한화,LG,대전,대전,17000,133,대전,,,,78.3
2025,2025-09-27,,2025-09-27,토,주말,9,39,KIA,NC,광주,광주,14945,156,광주,,,,75.8
2025,2025-09-27,,2025-09-27,토,주말,9,39,두산,SSG,잠실,서울_잠실,23750,108,서울,,,,71.1
2025,2025-09-28,,2025-09-28,일,주말,9,39,두산,롯데,잠실,서울_잠실,23750,108,서울,,,,85.6
2025,2025-09-28,,2025-09-28,일,주말,9,39,키움,삼성,고척,서울_고척,16000,108,서울,,,,85.6
2025,2025-09-29,,2025-09-29,월,평일,9,40,한화,LG,대전,대전,17000,133,대전,,,,80.0
2025,2025-09-29,,2025-09-29,월,평일,9,40,SSG,롯데,문학,인천,22184,112,인천,,,,77.1
2025,2025-09-29,,2025-09-29,월,평일,9,40,KIA,NC,광주,광주,3634,156,광주,,,,75.9
2025,2025-09-30,,2025-09-30,화,평일,9,40,삼성,KIA,대구,대구,23933,143,대구,,,,74.9
2025,2025-09-30,,2025-09-30,화,평일,9,40,NC,KT,창원,경남_창원,14235,155,창원,,,,79.3
2025,2025-09-30,,2025-09-30,화,평일,9,40,한화,롯데,대전,대전,17000,133,대전,,,,79.8
2025,2025-09-30,,2025-09-30,화,평일,9,40,LG,두산,잠실,서울_잠실,23750,108,서울,,,,81.3
2025,2025-09-30,,2025-09-30,화,평일,9,40,키움,SSG,고척,서울_고척,16000,108,서울,,,,81.3
2025,2025-10-01,,2025-10-01,수,평일,10,40,SSG,한화,문학,인천,23000,112,인천,,,,83.5
2025,2025-10-01,,2025-10-01,수,평일,10,40,KIA,KT,광주,광주,6777,156,광주,,,,72.8
2025,2025-10-01,,2025-10-01,수,평일,10,40,LG,NC,잠실,서울_잠실,23750,108,서울,,,,78.1
2025,2025-10-02,,2025-10-02,목,평일,10,40,KIA,SSG,광주,광주,8043,156,광주,,,,79.6
2025,2025-10-03,,2025-10-03,금,평일,10,40,KT,한화,수원,경기_수원,18700,119,수원,,,,76.4
2025,2025-10-04,,2025-10-04,토,주말,10,40,NC,SSG,창원,경남_창원,17983,155,창원,,,,90.8
2025,2025-10-04,,2025-10-04,토,주말,10,40,KIA,삼성,광주,광주,17513,156,광주,,,,89.5
